Time (Sec),Power(W),Growth Rate (gm/sec),No. of net impurity atoms added,Number of net impurity of previous crystal added,Output net impurity,Detector grade portion (%),SheetName
22745.4545454545,9490.0,0.633093525179856,181503759398496.0,113819548872180.0,-46386124645420.4,0.0,Crystal 17
22827.2727272727,9490.0,0.13142174432497,181503759398496.0,113819548872180.0,-56450231685754.6,0.0,Crystal 17
22990.9090909091,9490.0,0.173981810992487,181503759398496.0,113819548872180.0,-86829808682931.9,0.0,Crystal 17
23072.7272727273,9490.0,0.0953506698187549,181503759398496.0,113819548872180.0,-144093507285201.66,0.0,Crystal 17
23236.3636363636,9490.0,-0.0344287949921753,181503759398496.0,113819548872180.0,-113887182555831.31,0.0,Crystal 17
25036.3636363636,9490.0,0.0998547567175018,181503759398496.0,113819548872180.0,-134641381101518.95,0.0,Crystal 17
0.0,8720.0,0.0,1.09868E+16,-1045110000000000.0,983878257252.199,5.5,Crystal 18
450.0,8720.0,0.346666666666667,1.09868E+16,-1045110000000000.0,980522530293.167,5.5,Crystal 18
900.0,8720.0,0.15,1.09868E+16,-1045110000000000.0,977626708813.776,5.5,Crystal 18
2127.27272727273,8700.0,0.0404273504273505,1.09868E+16,-1045110000000000.0,975785909002.93,5.5,Crystal 18
2618.18181818182,8700.0,0.034375,1.09868E+16,-1045110000000000.0,973862773308.981,5.5,Crystal 18
3272.72727272727,8680.0,0.0537777777777778,1.09868E+16,-1045110000000000.0,970111657701.396,5.5,Crystal 18
4090.9090909090900,8660.0,0.0696666666666667,1.09868E+16,-1045110000000000.0,964064498753.566,5.5,Crystal 18
4909.09090909091,8640.0,0.0916666666666667,1.09868E+16,-1045110000000000.0,954584203379.141,5.5,Crystal 18
5727.27272727273,8620.0,0.122047619047619,1.09868E+16,-1045110000000000.0,940021580239.113,5.5,Crystal 18
6545.45454545455,8620.0,0.146361111111111,1.09868E+16,-1045110000000000.0,920382293875.093,5.5,Crystal 18
7363.63636363636,8620.0,0.223259259259259,1.09868E+16,-1045110000000000.0,887524142481.807,5.5,Crystal 18
7854.54545454545,8620.0,0.18244212962963,1.09868E+16,-1045110000000000.0,859733852932.532,5.5,Crystal 18
8672.72727272727,8620.0,0.392955974842767,1.09868E+16,-1045110000000000.0,796710010255.019,5.5,Crystal 18
9000.0,8620.0,0.195777777777778,1.09868E+16,-1045110000000000.0,765756603713.244,5.5,Crystal 18
9818.18181818182,8620.0,0.723148148148148,1.09868E+16,-1045110000000000.0,651528935889.124,5.5,Crystal 18
10636.3636363636,8620.0,1.08119658119658,1.09868E+16,-1045110000000000.0,498242015175.219,5.5,Crystal 18
11454.5454545455,8720.0,1.51031746031746,1.09868E+16,-1045110000000000.0,327404727710.394,5.5,Crystal 18
12272.7272727273,8720.0,1.50740740740741,1.09868E+16,-1045110000000000.0,327422476057.885,5.5,Crystal 18
12600.0,8760.0,0.880952380952381,1.09868E+16,-1045110000000000.0,293256367437.699,5.5,Crystal 18
13090.9090909091,8760.0,1.35972222222222,1.09868E+16,-1045110000000000.0,243720848936.026,5.5,Crystal 18
13990.9090909091,8760.0,2.47303443794672,1.09868E+16,-1045110000000000.0,164458150940.758,5.5,Crystal 18
14890.9090909091,8760.0,2.31013431013431,1.09868E+16,-1045110000000000.0,105324137168.587,5.5,Crystal 18
15627.2727272727,8760.0,1.63816172193136,1.09868E+16,-1045110000000000.0,-249082634052.582,5.5,Crystal 18
16363.6363636364,8760.0,1.47277777777778,1.09868E+16,-1045110000000000.0,-389393666687.722,5.5,Crystal 18
17181.8181818182,8760.0,1.40846560846561,1.09868E+16,-1045110000000000.0,-430920987926.17,5.5,Crystal 18
18000.0,8760.0,1.23333333333333,1.09868E+16,-1045110000000000.0,-507989833830.061,5.5,Crystal 18
18556.3636363636,8760.0,0.802959043699784,1.09868E+16,-1045110000000000.0,-576437440225.133,5.5,Crystal 18
19636.3636363636,9060.0,1.35462962962963,1.09868E+16,-1045110000000000.0,-755602350692.303,5.5,Crystal 18
20454.5454545455,9287.27272727273,1.04133333333333,1.09868E+16,-1045110000000000.0,-999304494663.223,5.5,Crystal 18
21354.5454545455,9537.27272727273,1.02554278416347,1.09868E+16,-1045110000000000.0,-1477433397854.52,5.5,Crystal 18
21763.6363636364,9650.90909090909,0.454887218045113,1.09868E+16,-1045110000000000.0,-1873003016638.54,5.5,Crystal 18
22090.9090909091,9650.0,0.353086419753086,1.09868E+16,-1045110000000000.0,-2362837728517.83,5.5,Crystal 18
22745.4545454545,9650.0,0.971622701838529,1.09868E+16,-1045110000000000.0,-8088573202021.66,5.5,Crystal 18
22909.0909090909,9650.0,0.161507936507937,1.09868E+16,-1045110000000000.0,-13004903673779.1,5.5,Crystal 18
23072.7272727273,9650.0,0.125689519306541,1.09868E+16,-1045110000000000.0,-23993944078633.7,5.5,Crystal 18
23236.3636363636,9650.0,0.0774647887323944,1.09868E+16,-1045110000000000.0,-47990528355841.90,5.5,Crystal 18
23645.4545454545,9650.0,0.0845828527489427,1.09868E+16,-1045110000000000.0,-101453708496394.88,5.5,Crystal 18
0.0,8700.0,0.0,164511278195489.0,-2798870000000000.0,429120805177.13,32.8,Crystal 19
513.0,8700.0,0.171539961,164511278195489.0,-2798870000000000.0,428536744445.499,32.8,Crystal 19
900.0,8680.0,0.138888889,164511278195489.0,-2798870000000000.0,427708261784.291,32.8,Crystal 19
2454.54545454545,8660.0,0.068444444,164511278195489.0,-2798870000000000.0,426596902611.933,32.8,Crystal 19
3272.72727272727,8640.0,0.070888889,164511278195489.0,-2798870000000000.0,425066160759.461,32.8,Crystal 19
4090.9090909090900,8620.0,0.082622222,164511278195489.0,-2798870000000000.0,422844294936.873,32.8,Crystal 19
4909.09090909091,8600.0,0.099203704,164511278195489.0,-2798870000000000.0,419660142953.608,32.8,Crystal 19
5727.27272727273,8600.0,0.119253968,164511278195489.0,-2798870000000000.0,415228464068.318,32.8,Crystal 19
6545.45454545455,8600.0,0.171569444,164511278195489.0,-2798870000000000.0,408027369054.724,32.8,Crystal 19
7363.63636363636,8600.0,0.225160494,164511278195489.0,-2798870000000000.0,397587769662.842,32.8,Crystal 19
8263.63636363636,8600.0,0.411562156,164511278195489.0,-2798870000000000.0,376874692623.956,32.8,Crystal 19
9081.81818181818,8600.0,0.53953954,164511278195489.0,-2798870000000000.0,348632310672.915,32.8,Crystal 19
9818.18181818182,8600.0,0.641666667,164511278195489.0,-2798870000000000.0,314953868633.529,32.8,Crystal 19
10636.3636363636,8600.0,0.893162393,164511278195489.0,-2798870000000000.0,269361917605.965,32.8,Crystal 19
11569.0909090909,8720.0,1.322489392,164511278195489.0,-2798870000000000.0,207625128537.356,32.8,Crystal 19
12272.7272727273,8720.0,1.157037037,164511278195489.0,-2798870000000000.0,184667823001.37,32.8,Crystal 19
13418.1818181818,8720.0,1.930216802,164511278195489.0,-2798870000000000.0,132740750596.311,32.8,Crystal 19
14727.2727272727,8720.0,2.098148148,164511278195489.0,-2798870000000000.0,86296144907.9648,32.8,Crystal 19
15709.0909090909,8720.0,1.419560185,164511278195489.0,-2798870000000000.0,61407756041.8594,32.8,Crystal 19
16527.2727272727,8720.0,1.107260726,164511278195489.0,-2798870000000000.0,45443639256.0224,32.8,Crystal 19
17345.4545454545,8720.0,0.968553459,164511278195489.0,-2798870000000000.0,42571134631.70430,32.8,Crystal 19
18163.6363636364,8720.0,0.886386386,164511278195489.0,-2798870000000000.0,38101080237.648700,32.8,Crystal 19
18981.8181818182,8720.0,0.763888889,164511278195489.0,-2798870000000000.0,-66854477889.7403,32.8,Crystal 19
19881.8181818182,8720.0,0.729309556,164511278195489.0,-2798870000000000.0,-98529248899.8876,32.8,Crystal 19
20618.1818181818,8720.0,0.5335097,164511278195489.0,-2798870000000000.0,-303072876918.291,32.8,Crystal 19
21272.7272727273,8720.0,0.427777778,164511278195489.0,-2798870000000000.0,-705193328693.83,32.8,Crystal 19
22254.5454545455,8720.0,0.579656863,164511278195489.0,-2798870000000000.0,-902264385463.056,32.8,Crystal 19
22909.0909090909,8720.0,0.375396825,164511278195489.0,-2798870000000000.0,-1270256712118.27,32.8,Crystal 19
23727.2727272727,8720.0,0.48045977,164511278195489.0,-2798870000000000.0,-1329252822130.31,32.8,Crystal 19
25036.3636363636,8720.0,0.778867102,164511278195489.0,-2798870000000000.0,-1450603063234.52,32.8,Crystal 19
25363.6363636364,8720.0,0.212903226,164511278195489.0,-2798870000000000.0,-1490025163302.53,32.8,Crystal 19
26345.4545454545,8992.72727272727,0.709799862,164511278195489.0,-2798870000000000.0,-1653730102266.87,32.8,Crystal 19
27720.0,9374.54545454546,2.424242424,164511278195489.0,-2798870000000000.0,-3480630299229.24,32.8,Crystal 19
27981.8181818182,9447.27272727273,0.732618583,164511278195489.0,-2798870000000000.0,-9963261655313.37,32.8,Crystal 19
28309.0909090909,9538.18181818182,0.134020552,164511278195489.0,-2798870000000000.0,-17897246681209.7,32.8,Crystal 19
